中国 1039179776 1039187967
中国	3739058176	3739090943
德国	3262479876	3262479876
瑞典	3582164992	3582173183
波兰	3270911840	3270911871
奥地利	3238657792	3238658047
中国	3396235888	3396235903
美国	3278941220	3278941243
西班牙	3278940904	3278940911
英国	3264343296	3264343551
瑞士	3246784512	3246915583
中国	3395364116	3395364127
中国	3526656902	3526656902
意大利	3560943196	3560943197
美国	2643525632	2643722239
美国	3262473172	3262473175
中国	2074918912	2074927103
中国	3549257520	3549257523
印度	3398615040	3398616063
中国	3703908608	3703908863
中国	3703810048	3703811071
中国	3083534336	3083538431
法国	3560943569	3560943570
中国	1038995968	1038996479
美国	2683895808	2684157951
瑞典	3256051536	3256051543
西班牙	3560943464	3560943464
韩国	1866563584	1866579967
法国	1475102720	1475104767
中国	3726639104	3726647295
奥地利	3245214208	3245214719
法国	3281710816	3281711487
俄罗斯	1385310208	1385311231
中国	1039378432	1039379455
法国	1310246912	1310248959
中国	1911341056	1911353343
中国	3406373888	3406374399
中国	3701792768	3701800959
波兰	3239120384	3239120639
俄罗斯	3268742144	3268742399
比利时	3649568768	3649634303
巴西	3560946948	3560946951
澳大利亚	3407806464	3407808511
英国	3255204688	3255204703
中国	1879193600	1879195647
摩尔多瓦	1540924928	1540925183
西班牙	2987597824	2987601919
波兰	3277482496	3277483007
南非	3274917312	3274917327
奥地利	3283985920	3283986431
西班牙	3558196168	3558196175
中国	1998859264	1998860287
意大利	3283608960	3283609087
英国	3278570496	3278635007
德国	2987560960	2987565055
中国	1039246848	1039247103
中国	3704441344	3704442367
瑞典	3285549728	3285549735
美国	2430140416	2430205951
中国	3397574656	3397580799
日本	1848793088	1848803327
中国	2051440640	2051448831
中国	3546441984	3546442239
美国	2773286912	2773352447
中国	3549298688	3549323263
日本	3082190848	3082289151
中国	993812480	993820671
中国	3526629376	3526629503
中国	2946129920	2946134015
意大利	2151809024	2151940095
中国	3395305472	3395313663
土耳其	3158364160	3158366207
俄罗斯	2997256192	2997321727
意大利	1541754880	1541755391
德国	3262472536	3262472539
中国	3670069248	3670069503
中国	994540032	994540543
英国	1539534848	1539535359
德国	3285096464	3285098495
韩国	1699676160	1699741695
法国	3245131008	3245131519
美国	2709454848	2709716991
中国	1953501184	1953513471
奥地利	1350041600	1350083263
美国	1358899712	1358899967
巴西	3278943535	3278943535
德国	1540642048	1540642303
中国	2099953664	2099961855
荷兰	1055784960	1055850495
西班牙	3277395776	3277395839
罗马尼亚	3251145984	3251146239
哈萨克斯坦	1844047872	1844049919
法国	3266346752	3266347007
加拿大	3234151424	3234158847
南非	692879360	692881407
乌克兰	773636096	773638143
德国	3262475840	3262475855
中国	3525474304	3525476351
比利时	3255264496	3255271359
日本	2043205632	2043207679
乌克兰	3277839872	3277840383
马来西亚	3560945484	3560945485
西班牙	3558211616	3558211839
中国	3083862016	3083870207
中国	3658440704	3658442751
德国	3265906176	3265906431
美国	3338059264	3338069247
中国	3550552064	3550556159
中国	3663838208	3663838463
波兰	3244878592	3244878847
爱尔兰	1388740608	1388748799
泰国	3389608192	3389608447
中国	2052108288	2052110335
德国	3278943464	3278943464
美国	2661548032	2661679103
德国	3584843776	3584851967
中国	3407646976	3407647231
中国	3661733376	3661733887
巴拿马	3362426880	3362428927
比利时	3562098880	3562098895
中国	3545421824	3545423871
塞浦路斯	3277818368	3277818623
英国	1353811284	1353811479
乌克兰	1307746304	1307750399
伊朗	627230720	627232767
乌克兰	3256990720	3256991231
德国	3262478891	3262478893
德国	3278940268	3278940275
中国	3726674944	3726676991
挪威	1507680256	1507684351
荷兰	3265918976	3265919231
乌克兰	1299709952	1299972095
中国	1039335936	1039336447
加拿大	1137704960	1137709055
英国	3287639040	3287639551
瑞士	1540445184	1540445439
中国	3411876352	3411876607
中国	1996865536	1996867583
意大利	1585330176	1585332223
俄罗斯	1431986176	1431994367
澳大利亚	1877707776	1877709823
塞浦路斯	3278939464	3278939467
中国	1899544576	1899552767
意大利	3278945897	3278945897
希腊	1466257408	1466261503
中国	1899397120	1899429887
德国	3645763590	3645763590
法国	3589538528	3589545983
捷克	3285500288	3285500415
法国	3569733392	3569733407
中国	3755737088	3755802623
英国	1410695168	1410703359
新加坡	1024362600	1024362623
法国	1604845568	1604853759
捷克	1542006784	1542009343
捷克	3645029376	3645030399
巴林	629342208	629374975
中国	2095259136	2095259647
美国	2647523328	2647851007
中国	1032732672	1032736767
西班牙	1052314824	1052314831
英国	3269057280	3269057535
印度	1728120320	1728120575
毛里求斯	702499840	702500863
中国	3727048704	3727056895
中国	3395864576	3395866623
德国	3226268928	3226269951
中国	20930560	20938751
中国	3524025600	3524026879
中国	3684080128	3684080383
澳大利亚	3225540864	3225541119
比利时	3240730112	3240730623
意大利	3262479275	3262479275
澳大利亚	3419734016	3419774975
立陶宛	3252447232	3252450047
中国	3074072576	3074080767
中国	3084497920	3084500479
中国	1886683136	1886699519
荷兰	1358402464	1358403103
韩国	3069034496	3069050879
美国	3494381568	3494410239
德国	3283559168	3283559231
中国	3688838144	3688838655
斯洛文尼亚	1541175040	1541175295
中国	3525502976	3525505023
中国	1871738880	1871740927
德国	2760572928	2760638463
中国	1910505472	1910571007
乌克兰	1540342272	1540342783
意大利	3240793856	3240794111
中国	1035716864	1035718399
美国	3569733264	3569733279
德国	3645764203	3645764203
伊朗	3651858432	3651862527
美国	2162491392	2162556927
马耳他	3268173824	3268182015
中国	3663035664	3663035671
西班牙	621445120	621805567
斯洛文尼亚	3239117056	3239117311
美国	3228101120	3228102143
印度尼西亚	3391832064	3391832575
中国	1855627264	1855651839
中国	3391870976	3391871487
中国	3528261888	3528262143
西班牙	3278943533	3278943533
爱沙尼亚	1507524608	1507590143
中国	3550262848	3550263039
西班牙	3652028224	3652028255
德国	3279859984	3279945727
英国	1052290560	1052290575
德国	3262480238	3262480238
德国	3227803648	3227804415
德国	3231207936	3231208191
中国	3395363492	3395363495
俄罗斯	3645349888	3645353983
德国	3278944107	3278944107
澳大利亚	3418586880	3418587135
立陶宛	3287171072	3287171583
波兰	3251121664	3251122175
美国	2179661824	2179727359
比利时	3277190656	3277190911
荷兰	3257585664	3257586687
美国	3423379456	3423416319
芬兰	3264133632	3264151551
以色列	3267508736	3267508991
比利时	2684215296	2684217343
德国	774053888	774062079
德国	3275513024	3275513087
中国	1887150080	1887151103
中国	1896185856	1896194047
波黑	2466217984	2466226175
土耳其	2995007488	2995009535
中国	1038965248	1038965503
中国	3661584640	3661586431
乌克兰	3277187328	3277187583
德国	3278942924	3278942924
中国	1032481792	1032482047
芬兰	3281256448	3281321983
日本	3389453312	3389454335
波黑	3286114304	3286122495
阿联酋	1389200896	1389201407
日本	830496768	830498815
匈牙利	1546373120	1546375167
奥地利	3278943014	3278943014
瑞典	3285535152	3285535155
丹麦	3247335168	3247335423
美国	3323203584	3323207679
冰岛	1336631296	1336633343
中国	3396307200	3396307967
荷兰	3565491904	3565491967
挪威	1369505792	1369538559
美国	3278941656	3278941659
意大利	3278941024	3278941027
匈牙利	1307742208	1307746303
中国	3657781448	3657781455
中国	2068842496	2068844543
美国	1358904320	1358905343
英国	3269002112	3269002175
罗马尼亚	1540469504	1540469759
瑞士	3287219456	3287219711
西班牙	2954950656	2954952703
法国	3244143616	3244144639
中国	3528037280	3528037311
奥地利	3262480341	3262480341
香港	3227254272	3227254527
保加利亚	3564445696	3564453887
芬兰	3270508544	3270639615
中国	3684570200	3684570207
智利	3356082944	3356083967
中国	3664289792	3664291839
多米尼加	3356190720	3356192767
瑞士	3278943965	3278943965
德国	3286788096	3286788351
中国	3546464000	3546464255
中国	1939685376	1939693567
瑞士	1347059712	1347067903
韩国	987758592	988807167
美国	3226736640	3226737407
塞浦路斯	3277369344	3277369855
芬兰	3234556928	3234557439
英国	2150105088	2150236159
中国	2081333248	2081341439
中国	1017643008	1017708543
中国	1972197888	1972202495
乌克兰	2959433728	2959441919
伊朗	1052835840	1052844031
中国	3395365320	3395365323
科威特	1585446912	1585577983
美国	2416771072	2416836607
中国	2033188864	2033254399
西班牙	1052340112	1052340127
德国	1408434176	1408436223
英国	3563381806	3563381815
俄罗斯	3276333056	3276341247
中国	2059538432	2059554815
日本	3413295104	3413303295
中国	1035156480	1035160575
俄罗斯	1540113408	1540114431
中国	3670279168	3670280191
日本	3398640064	3398641663
荷兰	3582459904	3582468095
中国	3524207872	3524208127
英国	3587903296	3587903871
中国	3545312256	3545312511
匈牙利	3648268032	3648270335
阿塞拜疆	3001892864	3001896959
中国	1008205824	1008505087
俄罗斯	1348284416	1348288511
美国	3224105728	3224106495
中国	3670572064	3670572543
乌克兰	3642671104	3642675199
德国	3273390144	3273392127
中国	3659356672	3659356927
美国	2957201920	2957202175
德国	3286132736	3286133759
印度尼西亚	3395121152	3395125247
中国	2101997568	2102001663
中国	2068233216	2068234239
比利时	3286940160	3286940415
荷兰	3262477732	3262477735
中国	1002375168	1002375679
中国	2093580288	2093582335
厄瓜多尔	3361587200	3361595391
香港	2079514624	2079516671
中国	3703832576	3703865343
德国	3255372288	3255372799
韩国	3755868160	3755933695
中国	2075443200	2075459583
中国	3411931136	3411935231
南非	3288570368	3288577023
中国	3545657344	3545661439
俄罗斯	634195968	634198015
意大利	3262478442	3262478442
以色列	3352023680	3352023807
荷兰	3561206316	3561206339
中国	3708481536	3708481791
日本	3033980928	3033982975
德国	3584701824	3584701951
中国	3396861952	3396878335
中国	3528952448	3528952575
瑞士	3287741440	3287741951
瑞士	3561652224	3561668607
罗马尼亚	1539987456	1539988479
中国	3738071040	3738075135
中国	3727492096	3727493119
中国	3546049280	3546049535
瑞典	3653648384	3653652479
中国	2033233920	2033238015
意大利	1500069888	1500078079
法国	3274341376	3274341887
德国	3241102592	3241102847
意大利	2209284096	2209349631
挪威	1052460032	1052460127
德国	772945920	772947967
德国	3278944419	3278944419
中国	3407655424	3407655935
英国	1844070400	1844072447
加拿大	1123950592	1123958783
中国	1019115520	1019117567
斯洛文尼亚	3588603904	3588620287
中国	1866110976	1866113023
英国	3269003008	3269003263
意大利	3285538752	3285538755
法国	1052403744	1052403775
美国	3236626432	3236642815
乌克兰	3273867520	3273867775
奥地利	1547436032	1547440127
中国	3550736896	3550737151
中国	3657957632	3657959167
阿塞拜疆	3170729984	3170762751
意大利	3262479147	3262479147
印度	1914667008	1914683391
瑞士	3251146752	3251147007
西班牙	1578590560	1578590575
中国	3704126464	3704126719
西班牙	3562056384	3562056703
英国	3564673792	3564673807
荷兰	1358403712	1358403839
伊朗	788242432	788250623
罗马尼亚	3161948160	3161964543
中国	2054234112	2054242303
日本	3400884224	3400888319
加拿大	1123848192	1123852287
波兰	1540947968	1540948479
英国	3271363456	3271363471
德国	1505099776	1505230847
德国	3283562496	3283562751
澳大利亚	3407990784	3407992319
俄罗斯	3644936192	3644940287
英国	3641442304	3641446399
瑞士	3262479845	3262479845
奥地利	3656661584	3656661599
乌克兰	3247075840	3247076095
俄罗斯	3260353792	3260354559
中国	1879064576	1879072767
波兰	3268745728	3268745983
中国	3396315968	3396316031
日本	3389542400	3389543423
中国	1998854144	1998855167
中国	1038641152	1038641663
希腊	3252320000	3252320255
加拿大	3454619648	3454634751
中国	3395689728	3395689983
瑞典	3560942172	3560942175
比利时	783417344	783548415
土耳其	3560942816	3560942819
澳大利亚	3407101440	3407101695
新西兰	3390334464	3390335231
美国	3233737984	3233738751
澳大利亚	3234275328	3234279423
中国	3528625152	3528625407
意大利	3002052608	3002056703
中国	1867190272	1867194367
罗马尼亚	3285119488	3285119999
中国	3658238464	3658239999
中国	3396723712	3396724735
匈牙利	3262478799	3262478799
中国	3525316608	3525317631
中国	3737807872	3737808895
澳大利亚	461008896	461012991
土耳其	3288243200	3288244223
台湾	1027235840	1027239935
澳大利亚	3237290496	3237291007
美国	3323374336	3323376127
芬兰	3251803136	3251806207
芬兰	2460024832	2460090367
智利	2853306368	2853371903
英国	1049712584	1049712639
澳大利亚	1728499712	1728500735
澳大利亚	3389063936	3389064191
中国	3671034112	3671034367
澳大利亚	3409473280	3409475839
奥地利	3645763958	3645763958
俄罗斯	1495212032	1495214079
澳大利亚	1728723200	1728723455
澳大利亚	3397189632	3397197823
加蓬	692641792	692649983
乌克兰	3281969152	3281969663
加拿大	3494516736	3494517759
土耳其	1372848128	1373110271
德国	3557072896	3557081087
美国	3236038656	3236044799
中国	2111430656	2111438847
乌克兰	3582066688	3582074879
乌克兰	3247106048	3247108095
喀麦隆	701317120	701325311
英国	3278569472	3278570495
丹麦	3259319464	3259319471
中国	3659058944	3659059199
俄罗斯	1539891200	1539893247
澳大利亚	3406201856	3406202879
瑞典	1542294528	1542295039
西班牙	1401563136	1401565183
澳大利亚	3234841856	3234842367
拉脱维亚	1509851136	1509867519
中国	3659081472	3659081727
阿联酋	3262478109	3262478109
英国	3275799040	3275799551
中国	1947033088	1947033599
荷兰	3323048960	3323049727
中国	2090926848	2090927103
印度	3758093312	3758094335
德国	3285552384	3285552511
中国	3395318528	3395318783
美国	3355311104	3355319295
澳大利亚	3393125888	3393126143
美国	409010176	409075711
中国	3550109696	3550117887
中国	3396351368	3396351371
波兰	3249137664	3249138175
美国	3584515936	3584515943
法国	783781888	783783935
乌克兰	3275909376	3275909631
英国	3269059584	3269059839
乌克兰	2989883392	2989948927
德国	3647864832	3647882239
美国	3222061824	3222066943
丹麦	3262476544	3262476547
中国	3546058752	3546059519
美国	3227276032	3227276543
英国	3270988512	3270988527
塞尔维亚	3245016064	3245017087
美国	3352007368	3352007391
韩国	1950547968	1950580735
希腊	2995912704	2996043775
中国	3528146944	3528155135
法国	1055997952	1056014335
英国	3579197904	3579200191
中国	829607936	829612031
奥地利	3560943208	3560943208
法国	1046929408	1046937599
中国	1845925888	1845927935
美国	1054675968	1054676223
中国	1038972148	1038972155
中国	1035407648	1035407663
德国	3276768512	3276768767
比利时	1539231744	1539233791
中国	3727622176	3727630335
奥地利	1833328640	1833330687
中国	1038674944	1038676671
荷兰	3221640192	3221640447
中国	3727362048	3727362303
德国	3258427904	3258428159
美国	2509176832	2509242367
中国	3549034240	3549036543
美国	3430031360	3430147839
丹麦	3239088640	3239088895
澳大利亚	2775973888	2776039423
澳大利亚	3237726464	3237726719
哥伦比亚	3198484480	3198550015
沙特阿拉伯	1541326848	1541327871
乌克兰	3286943744	3286944767
约旦	1593376768	1593409535
希腊	3286905088	3286905343
美国	1073098752	1073115135
荷兰	3563849024	3563849119
捷克	3244110848	3244111871
德国	3278944211	3278944211
荷兰	3278942898	3278942899
中国	1038960436	1038960439
加拿大	3515596800	3515613183
俄罗斯	3252324352	3252326399
加拿大	3482583040	3482632191
中国	3737681920	3737690111
中国	1034208256	1034209023
中国	1038726144	1038726655
阿根廷	3356305664	3356307455
印度尼西亚	3407170048	3407170559
台湾	3410984960	3411017727
德国	3245162496	3245163007
巴勒斯坦	2956607488	2956611583
菲律宾	3393302528	3393306623
澳大利亚	3405832448	3405841407
法国	3223392000	3223392255
英国	1353773640	1353773823
中国	1033546752	1033547263
美国	2319974400	2320039935
澳大利亚	3401516032	3401519103
中国	3703613440	3703615487
印度	1729596416	1729596671
英国	3274959288	3274959295
中国	1034441472	1034442495
中国	3396232288	3396232303
芬兰	3261996288	3262005247
中国	3524042496	3524042751
德国	3227405312	3227405567
比利时	3575631208	3575631231
中国	1038655232	1038655487
意大利	634118144	634122239
中国	2005172224	2005204991
英国	3282834688	3282834703
比利时	3285557600	3285557631
塔吉克斯坦	3645545088	3645545215
波兰	3002859520	3002875903
瑞士	3256792320	3256792575
中国	3729285120	3729290239
美国	3278944522	3278944522
荷兰	3266800640	3266800703
中国	3688844288	3688844543
匈牙利	2954938368	2954940415
比利时	3285549736	3285549767
俄罗斯	1541714176	1541714431
中国	1032137984	1032138751
美国	3226250496	3226251263
瑞士	3221633792	3221634047
中国	1871642624	1871644671
意大利	786628608	786630655
西班牙	3252381440	3252381695
美国	1244921856	1245183999
比利时	1049405568	1049405631
捷克	522819584	522821631
法国	1532690432	1532755967
比利时	3561206272	3561206275
英国	3567334016	3567353855
澳大利亚	2556100608	2556166143
爱沙尼亚	3274397184	3274397695
罗马尼亚	778500096	778502143
中国	3528092416	3528094719
中国	3548907004	3548907007
葡萄牙	2462121984	2462187519
英国	1540459520	1540459775
英国	3565492328	3565492335
阿尔巴尼亚	1570750464	1570752511
中国	3070230528	3074424831
中国	1863262208	1863266303
中国	1900707840	1900740607
德国	3262478901	3262478901
中国	1034479872	1034480127
法国	3245026304	3245027327
中国	3550547968	3550548991
西班牙	3278942985	3278942985
中国	3395743776	3395743807
意大利	3260743680	3260800255
荷兰	2987776000	2987778047
美国	3262475089	3262475090
中国	3684504576	3684506111
巴拉圭	3189178368	3189211135
中国	3402465280	3402465791
中国	1018326016	1018363903
新西兰	974913536	974979071
美国	2306605056	2306670591
泰国	1728493056	1728493567
印度	1728476928	1728477183
意大利	1540718848	1540719103
巴拿马	3356268800	3356269055
德国	3276221696	3276222255
芬兰	3259961344	3259962367
瑞士	3284108288	3284108799
哥伦比亚	3386736640	3386753023
爱沙尼亚	3585343488	3585351679
中国	2052980736	2053046271
德国	3227947520	3227955711
美国	1115791360	1115795455
斯洛伐克	1450106880	1450115071
英国	630163456	630165503
中国	1035386624	1035387135
英国	3275531264	3275531775
英国	3280591872	3280592383
中国	1991751680	1991753727
瑞士	1347158016	1347162111
德国	1541821184	1541821439
保加利亚	3264844032	3264844287
中国	3526641536	3526641599
芬兰	1539690496	1539691519
西班牙	3279348992	3279349247
俄罗斯	3280653824	3280654079
中国	3395903488	3395913471
瑞典	3272705280	3272705535
日本	1024983040	1025245183
美国	3356272640	3356272895
巴西	3262475082	3262475082
印度尼西亚	460935168	460937215
荷兰	3286254168	3286254175
尼日利亚	3320995840	3321004031
德国	3283288064	3283317759
中国	1038770688	1038771199
香港	606412800	606413823
俄罗斯	1572495360	1572499455
中国	994179072	994181119
中国	1039399936	1039400447
英国	1353835720	1353835723
中国	3391914240	3391914495
阿根廷	3278944755	3278944755
罗马尼亚	1539799808	1539800063
捷克	1835778048	1835786239
爱尔兰	1547550720	1547554815
新西兰	3389936128	3389936895
比利时	3245135616	3245135871
西班牙	3278943074	3278943074
中国	3548907328	3548907343
比利时	3278943161	3278943161
荷兰	3253969920	3253970431
中国	1871708160	1871773695
英国	3269050640	3269050759
中国	2074148864	2074165247
中国	977501696	977502207
尼泊尔	1710949376	1710950399
中国	1035243520	1035243775
德国	1052247392	1052247407
中国	1038832896	1038832912
伊朗	3285947136	3285947391
中国	1038826752	1038826879
美国	1169211392	1169223679
西班牙	1332477952	1332609023
中国	3727865856	3727867903
中国	1038971376	1038971383
俄罗斯	3575638280	3575638287
奥地利	3243514880	3243515135
法国	3245048832	3245049855
捷克	1410686976	1410695167
格鲁吉亚	1296705536	1296707583
中国	3727491456	3727491583
俄罗斯	3240725504	3240726527
捷克	3575634792	3575634799
英国	3560943559	3560943559
中国	3395181568	3395182591
中国	1039359056	1039359231
中国	3406317056	3406317311
美国	2698248192	2698313727
蒙古	3393020160	3393020415
智利	2709716992	2709782527
日本	2686255104	2686320639
日本	1850343424	1850376191
意大利	3264311552	3264311807
中国	994672640	994682879
荷兰	3262480089	3262480089
保加利亚	1315762176	1315766271
芬兰	3263692800	3263758335
英国	3279045738	3279045739
乌克兰	1542071552	1542071807
俄罗斯	3284111872	3284112383
埃及	1360879616	1360883711
中国	2086177792	2086181887
中国	992685200	992685203
巴基斯坦	1851637760	1851654143
美国	3510534144	3510550527
美国	2686517248	2686713855
芬兰	2457272320	2457337855
中国	2025860096	2025860607
中国	3396915200	3396919295
斯洛文尼亚	1836777472	1836793855
中国	3671021568	3671021823
澳大利亚	3405845248	3405846783
荷兰	1358400776	1358400783
瑞士	3576119296	3576119455
中国	1035922432	1035922687
阿根廷	3278945128	3278945131
中国	2051178496	2051194879
中国	3721396224	3721723903
乌克兰	3276077056	3276077567
保加利亚	3258087936	3258088191
中国	3728294912	3728295423
中国	3071410176	3071442943
奥地利	3286932736	3286932991
美国	2723610624	2724724735
以色列	3282190848	3282191359
日本	3733979136	3734503423
日本	3232555776	3232556543
中国	2046496768	2046498815
英国	3562053632	3562055167
意大利	3285536080	3285536095
中国	1017774080	1017839615
瑞士	3275588712	3275588719
中国	3525181440	3525185535
西班牙	3270653952	3270654207
中国	1038638080	1038638335
中国	3526615568	3526615607
英国	3285530216	3285530223
中国	3395363804	3395363807
英国	3285530592	3285530607
卢森堡	1358929920	1358934015
德国	3278938472	3278938479
中国	3658031872	3658032127
中国	243691520	243703807
南非	1053309184	1053309951
德国	3262478858	3262478860
乌克兰	3267008768	3267009023
中国	3395364656	3395364659
比利时	3272215872	3272215879
英国	1540666880	1540667135
菲律宾	3523305472	3523317759
斯洛文尼亚	3239452416	3239452671
德国	3262479726	3262479727
法国	3262476652	3262476655
中国	3683856896	3683857151
英国	3271929600	3271929855
瑞士	530841600	530972671
中国	3395419648	3395419663
荷兰	3561206288	3561206311
爱尔兰	3244853248	3244853503
俄罗斯	1603895296	1603928063
中国	2052423680	2052431871
中国	1032353048	1032353055
印度尼西亚	1744202496	1744202751
英国	3228850944	3228851199
安道尔	3278943735	3278943735
中国	3397352704	3397352735
中国	3395366896	3395366903
沙特阿拉伯	1314717696	1314783231
土耳其	2542206976	2542272511
美国	412073984	412221439
乍得	3252425216	3252425343
美国	3323038976	3323043839
瑞士	3641229312	3641237503
丹麦	1572388864	1572392959
英国	3262479843	3262479843
菲律宾	2015100928	2015166463
美国	3464228864	3464243199
中国	2021883904	2021904383
日本	3743120384	3743121407
捷克	3254886144	3254886399
比利时	1541184000	1541184255
俄罗斯	1539471360	1539471871
法国	3245135872	3245136127
中国	3730105856	3730108927
新西兰	3278942256	3278942259
乌克兰	3283174400	3283176447
英国	1055358976	1055367167
挪威	3284082176	3284082687
意大利	3645763960	3645763961
美国	3231190784	3231191295
美国	3494412288	3494422527
中国	1933025280	1933033471
德国	3262478629	3262478629
韩国	1909981184	1910112255
西班牙	1500246016	1500248063
意大利	3251182592	3251183103
法国	1833347072	1833349119
德国	1358901976	1358902015
奥地利	3285082112	3285084159
英国	3262477260	3262477263
拉脱维亚	1365172224	1365176319
俄罗斯	2956460032	2956468223
中国	3684569524	3684569527
列支敦士登	3264486528	3264486559
中国	2031011840	2031013887
加拿大	3515965440	3515973631
澳大利亚	3406618624	3406619135
德国	3263102976	3263128575
津巴布韦	3289065472	3289065727
美国	3345445120	3345445375
保加利亚	631080960	631083007
澳大利亚	3222988800	3222989055
南非	701489152	701513727
捷克	1541805824	1541806079
意大利	1052353024	1052353279
德国	3277477632	3277478143
中国	1946552320	1946552575
意大利	1578582016	1578584575
中国	1031968768	1031970815
中国	983244800	983248895
中国	983171072	983236607
中国	2064359424	2064363519
中国	3395736064	3395736319
德国	3276447744	3276455935
美国	1256034304	1256079359
卢森堡	3653591040	3653595135
俄罗斯	1539831808	1539832063
中国	974347264	974349311
菲律宾	1024373760	1024374015
中国	3727719424	3727725567
瑞典	3253338112	3253469183
澳大利亚	3642191648	3642191679
法国	1410744320	1410752511
德国	1296072704	1296105471
捷克	2698510336	2698575871
智利	3355472640	3355473407
中国	3657709800	3657710599
意大利	3648425984	3648430079
美国	2315321344	2315452415
波兰	3264340224	3264340479
中国	1034485544	1034485651
希腊	3285535144	3285535147
中国	2111601664	2111602175
南斯拉夫	1047294928	1047294943
英国	3279305632	3279305663
中国	1965240320	1965242367
马耳他	1841831936	1841840127
中国	3413594112	3413595135
罗马尼亚	1540413184	1540413439
俄罗斯	1592090624	1592094719
萨尔瓦多	3191406592	3191439359
中国	3406084608	3406084863
美国	3497181184	3497410559
美国	3227260672	3227275775
科特迪瓦	3291447296	3291463679
塞尔维亚	2991521792	2991538175
中国	3670566912	3670567167
英国	3231739136	3231739391
芬兰	3285540160	3285540191
马来西亚	3075385344	3075386367
意大利	3278942164	3278942167
英国	2312765440	2312830975
英国	3234065408	3234065663
中国	3684566040	3684566043
中国	3736489984	3736504831
美国	3231500288	3231502079
新加坡	3390771200	3390775295
中国	3702289408	3702297087
荷兰	3278942878	3278942878
中国	3545982720	3545982975
荷兰	3270911968	3270911999
美国	2532507648	2532573183
美国	3560946255	3560946256
中国	2111471616	2111473663
德国	3278938464	3278938467
中国	1039252224	1039252735
加拿大	3345327104	3345328127
罗马尼亚	3262006272	3262006527
西班牙	3278944068	3278944068
中国	2108393216	2108393727
中国	989700096	989703167
波兰	3243515136	3243515391
日本	3392835584	3392839679
中国	3683647488	3683778559
荷兰	3569739664	3569739679
比利时	1296239616	1296241151
澳大利亚	3392520192	3392524287
中国	3740342272	3740343295
中国	2026280960	2026281727
美国	3344498688	3344511231
捷克	2959636480	2959650815
中国	3395364420	3395364423
中国	2946174976	2946175999
中国	1020755968	1020756735
中国	1007484928	1007485951
中国	3727891600	3727891623
新西兰	3233607936	3233608191
南非	3288554496	3288555007
荷兰	3272215808	3272215823
